text	HS
@miidnighthour i mean, i know that 😂😂😂 i spent 8 weeks learning about them but my anxiety is like NOPE BITCH BE SCARED HOE	0
I have been Anas' personal geek and social media maven because he is such a great guy and is helping refugees in an area where they have been invisible for the most part.If you can help him in any way with small... https://t.co/g6QYkNoBUP	0
@ramkadam @Dev_Fadnavis @BJP4India Dear Ram Kadam Saheb I know rare peopel like you who always helping needy people. Thank you https://t.co/LOSs6UD32i	0
Trustttttt me! 😂😂😂 The girl ting works for him, “just stay in your lane, bitch.” https://t.co/4k1sEyQ89V	1
Weekends vs weekdays https://t.co/NiyxydWuCT	0
Brigitte Huss, and anyone in #Germany, and who has worked with Syrian refugees, can you help Khaled find good housing for his parents? They need affordable, clean and healthy apartment.Vielen dank!Carol https://t.co/58AizAvpvg	0
@PennyRed A bit of consistency from the left regarding rape would be helpful. You lot only care when it’s white middle class types vs the patriarchy.	1
Why do women have periods? Because they deserve them	1
@WolfFace_Dre LMAOOOO BITCH IM THE NOLA BRUCE-CAITLYNN JENNER BITCH I PICCS WHEN I WANT HOE ..luv ya hope ya had fun	0
I'm a human being not a toy so stop fucking playing with me #WomenSuck	1
#Portugal's Vitorino elected #head of UN migration agency #IOM #UnitedStates #directorgeneral #President... https://t.co/mYRUGQ3YU2 https://t.co/kSIJX67WMW	0
When I'm fuckin and her husband walks in the front door https://t.co/aN1zQGHZ4I	0
As we celebrate @TheAmericanClub's centennial anniversary, we recognize the man that started it all. Believing a worker deserves not only wages, but roses as well, Walter J. Kohler, Sr. (second from left), had a vision to create a home for immigrant workers. #100YearsOfCharm https://t.co/yTSekHFKki	0
Inhabitants of sprawling ethnic-minority Muslim #Rohingya #refugee camps are bracing for what is to come https://t.co/l1i5I9uQYw #ucanews #thereforthevoiceless #Bangladesh #Myanmar @ucanbd @Johnzaw @StephanUttom @Refugees @ProtectRohingya https://t.co/nCuQEQYtVR	0
lil is beautiful, gays are cute, i'm very strong, and you're stupid bitch	1
#Spain recues nearly 1,000 migrants from sea in 2 days https://t.co/PF1ZjPqhC8	0
@RealDonaldTrump #FamiliesBelongTogether is #Democrats and Illegal Alien Scam for Open Borders #Trump #MAGA #RedNationRising #GOP https://t.co/WX8EGAlQGC via @dailycaller	0
They welcome these refugees. https://t.co/VcN3AD0kls	0
UK: Muslim immigration lawyer says “no harm” in 15-year-old girls getting married #SWRM https://t.co/d4NSqWoYKz	0
this fake bitch trynna indirect me Hello @ me if ur not a coward hoe	1
@MazMHussain @mehdirhasan Islam has been at war with infidels 1400 years... do you believe in the rape and murder taught in your Qur'an? if you do not its time to say so. Stop the lies. https://t.co/YXrFWDuCBl	0
Read the latest report from our team supporting #Rohingya refugees in Bangladesh: https://t.co/aUFIjUCUY4 https://t.co/1AdMgJ11OW	0
@Boxy_FT @frackingzionist This is after he went on a rant calling me a slut and a whore for blocking him. https://t.co/SlpZsWKg4I	0
DHS Arrests Immigrant Attempting to Enter US with Young Girl He Was Raping https://t.co/q3noI7iMiC https://t.co/KhngpI6ApS	0
Where are those #ypfdj ?  #refugees #Eritrea  #Ethiopia ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/ifp4tEhdTF	0
Bitches are always sayin 'it's the little things' until you have a -a little bank account -a little drinking problem -or a little dick	1
Most women just want to be ravaged... But sadly most of these men don't know what that means and wouldn't know where to begin...	1
@1800PetMeds Macchiato would love cooking in Home Ec class! She could stay in the kitchen and sample what she made :) #win #contest	1
"Listen skank. Your sugar daddy is the biggest 5x draft-dodging, punk-bitch coward in the COUNTRY. Your opinions mean nothing. You go find a stripper pole, or whatever you did before, STFU about cowardice. ENOUGH! ""Melania Trump"""	1
Interested in supporting #ImmigrantChildren &amp; families in #NYC? @EastEndTemple is offering a free Immigrant Accompaniment Training on Wed., August 7 from 6:30–8:30 PM. Learn how to provide direct &amp; meaningful support for immigrants in our communities! RSVP https://t.co/aYCd5CAPUA https://t.co/sgOer5D2wf	0
@Gregco5088 This cunt? Probably blames women for getting raped	1
Watch 10 Italian police officers try to arrest an illegal immigrant standing on bus - Free Speech Time - https://t.co/GnNWbE53Ts @ISupport_Israel	0
Switzerland denies citizenship to all migrants and refugees who abused the welfare system - Free Speech Time - https://t.co/iJQZ9h0uFi @ISupport_Israel	1
#WomenDisobey Activist  Illegal immigration hurts black men most https://t.co/hAtvUHLyW9 via @YouTube	0
Pro Tip- Put all your bitches on a period tracker app so you know when to avoid they ass	1
President Trump on MS-13 Gangs: Were either throwing them the hell in jail or getting them out of our country.#BuildTheWall#MAGA#WalkAway#EndDACA #IllegalAliens #VoteDemsOut #WakeUpAmerica #WalkAwayDemocrats2018 #VoteRed #ChooseCruz #VetoBeto	1
#SanDiego #SanctuaryState #Immigrants #UnDocumented #ICE#California #Democrats have chosen 1. Criminals over the #safety of the people; and... https://t.co/ej5hjCdFci	0
@kylegriffin1 Hard to figure which was the more hysterical woman, Cory Booker or Kamala Harris	1
Eiffel Tower workers go on strike over monument's new visitor access policy,queues. https://t.co/RAQ570kGiz    A French city near the #EiffelTower is now home to 300,000 illegal immigrants, according to a government report https://t.co/eYiAhriIiZ	0
@Daily_Express in the jailing of the smugglers the families of migrants called the emergency services seems its a team effort to get into uk	1
@SymoneDSanders @RepWilson BS WILSON IS A SKANK WHORE AND A LIAR . DIDDN'T YOU KNOW ALL LIBERALS LIE	1
@BaconJoel @JxhnBinder @AnnCoulter @realDonaldTrump Dumb f**k! Not a single illegal voted for the guy who will #BuildThatWall!	1
Women.....Can't live with them......Can't shoot them.	1
25 Hysterical Chinese Insults That You Should Know Today (NSFW) https://t.co/LeEma6oNwd	0
These hysterical women would benefit from listening to @DennisPrager. Women should learn to control their emotional, irrational female side the way men have learned to control their aggressive, sexual nature. Men are quite obviously the more evolved of the sexes in this regard.	1
Sweden: If the country needs the money for refugees to give them a better life, the swedish retireage must increase. This is the end of socialwelfare for Swedisch people. https://t.co/eISgLWGwOB	0
Talent- Knowing when to stroll away and not look back	0
"From refugee to U.S citizen. This is ""Al's Story."" VIDEO âž https://t.co/pJn3CTcWor https://t.co/Arrzrq2tNR"	0
I can always tell a bitches age by her tattoos... Sleeve, she's younger than me, tramp stamp, she's my age...	1
This is what people mean when they talk about monsoon season here in Cox’s Bazar. I’m told that cyclone season is another beast altogether. @theIRC are here providing lifesaving medical as well as psycho-social support to refugees trying to rebuild their lives. #rohingya https://t.co/k6AgTHAucS	0
Italy will no longer rescue immigrants sailing from Libya. They have withdrawn their Italian Coast Guard and instructed captains of vessels that from now on, ships in the area off Libya should apply for help to the Libyan Coast Guard.	0
Society always tryna make you believe you gotta be a hoe to have fun. Fuck that shit	0
When you see one of your followers you wanna fuck on tinder https://t.co/GaPwG5anpb	0
'Feminists have been stigmatized as hysterical women for a long time' Olga Marin, FARC #GVAPeaceWeek	0
@E_flee25 Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .	1
"@ArvindKejriwal Why can't u work in harmonious way?""Why u always follow,either my way or no way""Delhi is fast becoming a slum under AAP. Every pavement,public parks,Flyover spaces,Road sides have been encroached by illegal Muslim migrants. Urge u to go "	0
America wants to #BuildTheWall @SpeakerRyan1st!! #BuildThatWall #America1st	1
MS-13 spreads to 22 states, fed by 300,000 illegals, DACA recipients, tied to 207 murders@GOPLeader @HouseGOP@SpeakerRyan#NoDACA #NoAmnesty#DeportThemAll#BuildTheWallAmnesty creates more Illegal Migration, always has, always will.	1
BitCoin Crash https://t.co/KkC8hmJujA https://t.co/68wfBDGHgC	0
@DailyMailUK dosent matter about benifits migrants will still come and look what happened in Germany etc without benifits no to crime	1
RT @AnnaDale32: Lol when you have two girlfriends @Yourfuckboy1 #huntermourer https://t.co/Bd8VcuYOB7	0
@France4Hillary I was going to 'like' this comment then saw your profile pic of a bitch who attacked rape victims o… https://t.co/1bTZrSbiCL	1
@themakeda Stfu u hating ass bitch go suck her big dick pussy ass hoe u lookin like a rat	1
An 'Island Prison’ is Not the Answer: @hrw's @BillFrelick on #Bangladesh's misguided plans to relocate #Rohingya refugees to a flood-prone island https://t.co/rIqXHW8VYg	0
@D34L_ Fa Real Desperate Ass Hoe 😭 A Fat Bitch And A Real Skinny Bitch😭😭 How🤷🏾‍♀️😭😍	1
When someone that never has any weed asks to hit the blunt https://t.co/XghUDRFBmZ	0
@V_of_Europe Because they are cowards and the last few active party members are involved in the illegal immigration industry	1
had to block all my rl friend bc of that stupid hoe @ameliaorodio	1
Merkel: German govt is solid despite fight over migration https://t.co/HsMYpN1unW	0
Watch: Hundreds Irish people took to the streets to protest against Islam and call to ban Islamic immigration - Free Speech Time - https://t.co/ICliPvd8vk @ISupport_Israel	1
Slovenia’s anti-Islamic immigration party wins most votes in parliamentary election - Free Speech Time - https://t.co/A3Z64phJEJ @ISupport_Israel	0
Democratic Party has moved so far to the left, icons such as JFK & Martin Luther King would be considered too conservative for these zealots. Do they understand what they are doing to this country?See ISSUES#POTUS #MAGA #KAG #WalkAway #NoDACA #Trump #VoteRed #BuildTheWall	1
#EU still not clear on where to put rescued migrants https://t.co/wV7bC1kxAl https://t.co/bYGQZkayso	0
@realDonaldTrump You own it! You and the GOP sabotaged it! Pha -q ya kunt!	0
@timesofindia Very unfortunate SC not realizing danger of supporting such ferocious illegal migrants,making India further vulnerable to Muslim radicals	1
Instead of getting offended and yelling 'not all men' when women say men are trash, maybe take a second to ponder why women think this way?	0
Man Defending His Wife ‘˜Lynched’ By Six Youths In France The glories of open borders and multiculturalism.  Violent immigrants are attacking and terrorizing the French. https://t.co/L5LnR712CL	1
@WalshFreedom you mean the truth...KUNT	0
@FoxNews @foxandfriends @restore_US_nowJust Imagine THE SIZEof THAT RED WAVE !!GOD BLESS TRUMP!Build That Wall#BuildThatWall Plz share..	1
Well at the risk of being called sexists, a hysterical woman or drama queens are appropo descriptions of these two!	1
"More than a dozen arrested as protesters, counter-protesters clash in Berkeley ""Nazi scum, we'll shut you down, Berkeley is an immigrant town,"" WOW this is taste of future for whites in America https://t.co/CZ1takCl8W"	0
"@realDonaldTrump 1st - You were not elected; you & Russia rigged the system2nd - We all heard ""Pussy Grabbing"" so STFU3rd - You LIE - Reporters Report TRUTH4th - All you do all day long is demean & belittle EVERYONE5th - FACT: WE DO SEE FACTS & say You're"	0
Syria, Russia, Lebanon and Iran are all pushing for premature refugee returns:https://t.co/WfAaDjGj0D	0
@Soaked4thatDick Mhmmm pinning you down by your throat and taking hard strikes in and out....your pussy stretched round my cock...	1
When your best friend asks you where's a good place to hide a body https://t.co/515SZV8khs	0
Rescued migrants arrive in Pozzallo as Italy grants approval to dock https://t.co/rqcLQ9uyhk	0
While Sweden Wait for 300,000 new Muslim migrants, Islam Radicalism Spikes https://t.co/OIymxu4Ypf https://t.co/t0o2fIv2KZ	0
